text,username,timestamp
Do you still need to play multiplayer to fill out your loadout for warzone?,snubzie,"2022-11-16 15:40:26,886"
why are these guys trashing Home Alone?,gmnat0127,"2022-11-16 15:40:33,358"
"no way its true, he just did a lot of yoga",frostedfapplejacks,"2022-11-16 15:40:34,500"
