text,username,timestamp
"Ah hell yeah, I've been looking forward to watching you play this!
""
",spacemanspiff_,"2022-10-25 22:34:52,056"
"THe doctors don't give the medications when you need them most its a scamming
""
",saucewook,"2022-10-25 22:34:55,164"
"climax'd on em
""
",avalerionn,"2022-10-25 22:34:59,583"
im so high and lost right now,eonbakespoon,"2022-10-25 22:39:51,300"
hoh you dare approach me,morrism90000,"2022-10-25 22:39:55,072"
chainsaw,kitsune_ss,"2022-10-25 22:39:55,158"
Bayo looks like a librarian I know,liquidlazor,"2022-10-25 22:39:55,941"
She’s just filming a Tik tok,thepokemon414boi,"2022-10-25 22:39:56,666"
